college,course,quota,category,min_rank,cutoff_rank
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.D. (PSYCHIATRY),AI,OBC,18176,18176
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.D. (RADIO- DIAGNOSIS),AI,OBC,636,636
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.D. (RADIO- DIAGNOSIS),AI,SC,9390,9390
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,EWS,16386,16386
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (GENERAL SURGERY),AI,EWS,16275,16275
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (GENERAL SURGERY),AI,General,9081,9081
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (GENERAL SURGERY),AI,OBC,9524,11636
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (GENERAL SURGERY),AI,SC,28580,28580
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (GENERAL SURGERY),AI,ST,62417,62417
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (OPHTHALMOLOGY),AI,OBC,13351,13351
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (ORTHOPAEDICS),AI,General,12566,12566
"COIMBATORE MEDICAL COLLEGE,COIMBATORE MEDICAL COLLEGE, CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE-14, Tamil Nadu, 641014",M.S. (ORTHOPAEDICS),AI,OBC,14019,14019
"Cachar Cancer Hospital and Research Centre, Assam",(NBEMS) Palliative Medicine,AD,General,32309,32309
"Cachar Cancer Hospital and Research Centre, Assam",(NBEMS) Palliative Medicine,AD,OBC,32321,32321
Calcutta School Of Tropical Medicine,DIPLOMA IN CLINICAL PATHOLOGY,AI,EWS,51962,82572
Calcutta School Of Tropical Medicine,DIPLOMA IN CLINICAL PATHOLOGY,AI,General,38573,38573
Calcutta School Of Tropical Medicine,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,1342,1342
Calcutta School Of Tropical Medicine,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,4729,4729
Calcutta School Of Tropical Medicine,M.D. (MICROBIOLOGY),AI,OBC,62369,62369
Calcutta School Of Tropical Medicine,M.D. (MICROBIOLOGY),AI,SC,72760,72760
Calcutta School Of Tropical Medicine,M.D. (PHARMACOLOGY),AI,General,63677,63677
Calcutta School Of Tropical Medicine,M.D. (TROPICAL MEDICINE),AI,General,6106,9925
Calcutta School Of Tropical Medicine,M.D. (TROPICAL MEDICINE),AI,OBC,12122,12122
Calcutta School Of Tropical Medicine,M.D. (TROPICAL MEDICINE),AI,SC,32850,32850
"Calcutta School Of Tropical Medicine,Calcutta School of Tropical Medicine 108, C.R.Avenue, Kolkata- 700073, West Bengal, 700073",DIPLOMA IN CLINICAL PATHOLOGY,AI,EWS,100680,100680
"Calcutta School Of Tropical Medicine,Calcutta School of Tropical Medicine 108, C.R.Avenue, Kolkata- 700073, West Bengal, 700073",DIPLOMA IN CLINICAL PATHOLOGY,AI,General,46958,46958
"Calcutta School Of Tropical Medicine,Calcutta School of Tropical Medicine 108, C.R.Avenue, Kolkata- 700073, West Bengal, 700073","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,6188,6188
"Calcutta School Of Tropical Medicine,Calcutta School of Tropical Medicine 108, C.R.Avenue, Kolkata- 700073, West Bengal, 700073",M.D. (MICROBIOLOGY),AI,SC,77089,77089
"Calcutta School Of Tropical Medicine,Calcutta School of Tropical Medicine 108, C.R.Avenue, Kolkata- 700073, West Bengal, 700073",M.D. (TROPICAL MEDICINE),AI,General,9866,9866
"Cancer Hospital and Research Institute,Madhya Pradesh",(NBEMS) RADIATION ONCOLOGY,AD,General,21131,21131
"Cancer Institute (WIA), No:38, Tamil Nadu",(NBEMS) Palliative Medicine,AD,General,26283,26283
"Cancer Institute (WIA), No:38, Tamil Nadu",(NBEMS) Palliative Medicine,AD,OBC,31838,31838
"Cancer Institute (WIA), No:38, Tamil Nadu",(NBEMS) RADIO- DIAGNOSIS,AD,OBC,4051,4051
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,ST,98072,113152
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,EWS,55384,55384
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,53929,55499
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,OBC,43809,47553
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,General,24439,24439
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,OBC,25805,25805
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) PAEDIATRICS,AD,EWS,33085,33085
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) PAEDIATRICS,AD,General,24717,24717
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,AD,SC,18731,18731
"Capital Hospital, Orissa",(NBEMS-DIPLOMA) Tuberculosis and CHEST DISEASES,AD,OBC,19591,19591
"Capital Hospital, Orissa,director.chb@gmail.co m, Odisha, 751001",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,ST,100872,100872
"Capital Hospital, Orissa,director.chb@gmail.co m, Odisha, 751001",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,64918,64918
"Capital Hospital, Orissa,director.chb@gmail.co m, Odisha, 751001",(NBEMS-DIPLOMA) PAEDIATRICS,AD,EWS,35979,35979
"Capitol Hospital,",(NBEMS) RADIATION ONCOLOGY,AD,General,27315,27315
"Capitol Hospital,",(NBEMS) RADIO- DIAGNOSIS,AD,General,3986,3986
"Care Hospital of Medical Sciences (CIMS Hospital),",(NBEMS) ANAESTHESIOLOGY,AD,General,25498,25498
"Care Hospital of Medical Sciences (CIMS Hospital),",(NBEMS) Respiratory Medicine,AD,EWS,12525,12525
"Care Hospital of Medical Sciences (CIMS Hospital),",(NBEMS) Respiratory Medicine,AD,General,9564,9564
"Care Hospital,",(NBEMS) ANAESTHESIOLOGY,AD,General,24591,24591
"Care Hospital,",(NBEMS) Cardio Vascular and Thoracic Surgery (Direct 6 Years Course),AD,General,19834,25934
"Care Hospital,",(NBEMS) Cardio Vascular and Thoracic Surgery (Direct 6 Years Course),AD,OBC,20402,25893
"Care Hospital,",(NBEMS) Emergency Medicine,AD,General,16518,18183
"Care Hospital,",(NBEMS) Emergency Medicine,AD,OBC,18236,18236
"Care Hospital,",(NBEMS) GENERAL MEDICINE,AD,General,1564,9108
"Care Hospital,",(NBEMS) GENERAL MEDICINE,AD,OBC,8707,8707
"Care Hospital,",(NBEMS) Obstetrics and Gynaecology,AD,General,10640,10640
"Care Hospital,",(NBEMS) Otorhinolaryngology (E.N.T.),AD,General,19858,19858
"Care Hospital,",(NBEMS) RADIO- DIAGNOSIS,AD,General,3409,3513
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) ANAESTHESIOLOGY,AD,General,25984,25984
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) Cardio Vascular and Thoracic Surgery (Direct 6 Years Course),AD,General,27071,27071
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) Emergency Medicine,AD,General,19905,19905
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) GENERAL MEDICINE,AD,General,5811,5811
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) GENERAL MEDICINE,AD,OBC,6153,6153
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) GENERAL SURGERY,AD,General,10970,19711
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) ORTHOPAEDICS,AD,OBC,25050,25050
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) Obstetrics and Gynaecology,AD,General,14827,15551
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) Otorhinolaryngology (E.N.T.),AD,General,24736,24736
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) RADIO- DIAGNOSIS,AD,General,3298,3298
"Care Hospital,Care Hospitals Road No1 Banjara Hills Hyderabad Telangana, Telangana, 500034",(NBEMS) RADIO- DIAGNOSIS,AD,OBC,2681,2681
"Care Hospital,Care hospitals exhibition road Nampally Hyderabad Telangana, Telangana, 500001",(NBEMS) GENERAL MEDICINE,AD,OBC,6958,6958
Care Hospital-,(NBEMS) GENERAL MEDICINE,AD,General,6218,6541
Care Hospital-,(NBEMS) RADIO- DIAGNOSIS,AD,General,3336,3406
"Care Hospital-,CARE HOSPITAL OLD MUMBAI HIGH WAY NEAR CYBERABAD POLICE COMMISSIONARATE HITECH CITY GACHIBOWLI HYDER, Telangana, 500032",(NBEMS) ORTHOPAEDICS,AD,General,26511,26511
"Care Hospital-,CARE HOSPITAL OLD MUMBAI HIGH WAY NEAR CYBERABAD POLICE COMMISSIONARATE HITECH CITY GACHIBOWLI HYDER, Telangana, 500032",(NBEMS) RADIO- DIAGNOSIS,AD,OBC,3404,3404
"Caritas Hospital,",(NBEMS) GENERAL MEDICINE,AD,General,4860,4860
"Caritas Hospital,",(NBEMS) GENERAL MEDICINE,AD,OBC,5157,5157
"Caritas Hospital,",(NBEMS) ORTHOPAEDICS,AD,General,23022,23022
"Caritas Hospital,",(NBEMS) Obstetrics and Gynaecology,AD,OBC,10960,10960
"Caritas Hospital,",(NBEMS) PAEDIATRICS,AD,General,7858,7858
"Caritas Hospital,",(NBEMS) RADIATION ONCOLOGY,AD,General,20759,20759
"Caritas Hospital,",(NBEMS) RADIO- DIAGNOSIS,AD,OBC,3447,3447
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) ANAESTHESIOLOGY,AD,OBC,25394,25394
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) Emergency Medicine,AD,General,13441,13441
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) GENERAL SURGERY,AD,General,16361,16361
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) GENERAL SURGERY,AD,OBC,15985,15985
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) ORTHOPAEDICS,AD,General,23987,23987
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) Obstetrics and Gynaecology,AD,OBC,16052,16052
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) PAEDIATRICS,AD,General,9111,9139
"Caritas Hospital,Thellakom P.O, Kerala, 686630",(NBEMS) RADIO- DIAGNOSIS,AD,OBC,3087,3087
"Cauvery Heart and Multispeciality Hospital,",(NBEMS) GENERAL MEDICINE,AD,EWS,8736,8736
"Cauvery Heart and Multispeciality Hospital,",(NBEMS) GENERAL MEDICINE,AD,General,7335,7335
"Cauvery Heart and Multispeciality Hospital,BANNUR ROAD, NEAR TERESIAN CIRCLE,MYSORE, Karnataka, 570029",(NBEMS) ANAESTHESIOLOGY,AD,General,29026,29026
"Cauvery Heart and Multispeciality Hospital,BANNUR ROAD, NEAR TERESIAN CIRCLE,MYSORE, Karnataka, 570029",(NBEMS) GENERAL MEDICINE,AD,General,10531,10824
"Cauvery Heart and Multispeciality Hospital,BANNUR ROAD, NEAR TERESIAN CIRCLE,MYSORE, Karnataka, 570029",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,General,30776,30776
"Center for Cancer Pathology (Indian Council of Medical Research) (Formerly Known as National Institute of Pathology), Delhi",(NBEMS) PATHOLOGY,AD,EWS,27258,27258
"Center for Cancer Pathology (Indian Council of Medical Research) (Formerly Known as National Institute of Pathology), Delhi",(NBEMS) PATHOLOGY,AD,General,17799,17799
"Center for Cancer Pathology (Indian Council of Medical Research) (Formerly Known as National Institute of Pathology), Delhi",(NBEMS) PATHOLOGY,AD,OBC,32049,32049
"Central Hospital,",(NBEMS) GENERAL MEDICINE,AD,EWS,8778,8778
"Central Hospital,",(NBEMS) GENERAL MEDICINE,AD,General,7082,8885
"Central Hospital,",(NBEMS) GENERAL MEDICINE,AD,OBC,11768,11768
"Central Hospital,",(NBEMS) GENERAL SURGERY,AD,EWS,15607,15607
"Central Hospital,",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,SC,62849,62849
"Central Hospital,",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,ST,100374,127993
"Central Hospital,",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,OBC,22751,24556
"Central Hospital,",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,SC,42085,42085
"Central Hospital, Gandhinagar,",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,SC,76706,76706
"Central Hospital, Gandhinagar,",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,ST,112466,112466
"Central Hospital, Gandhinagar,CENTRAL HOSPITAL, GANDHINAGAR, GANDHINAGAR COLONY, KANKE ROAD, RANCHI, Jharkhand, 834008",(NBEMS) GENERAL MEDICINE,AD,SC PwD,137625,137625
"Central Hospital, Gandhinagar,CENTRAL HOSPITAL, GANDHINAGAR, GANDHINAGAR COLONY, KANKE ROAD, RANCHI, Jharkhand, 834008",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,SC,81814,81814
"Central Hospital, Gandhinagar,CENTRAL HOSPITAL, GANDHINAGAR, GANDHINAGAR COLONY, KANKE ROAD, RANCHI, Jharkhand, 834008",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,ST,127704,127704
"Central Hospital,CENTRAL HOSPITAL NF RAILWAY MALIGAON GUWAHATI, Assam, 781011",(NBEMS) ANAESTHESIOLOGY,AD,General,30437,30437
"Central Hospital,CENTRAL HOSPITAL NF RAILWAY MALIGAON GUWAHATI, Assam, 781011",(NBEMS) GENERAL MEDICINE,AD,OBC,11827,11827
"Central Hospital,CENTRAL HOSPITAL, NORTH WESTERN RAILWAY, GANPATI NAGAR, HASANPURA ROAD, JAIPUR, Rajasthan, 302006",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,SC,48723,48723
"Central Hospital,Central Hospital, P.O- Jagjiwan Nagar, Dist- Dhanbad, Pin-826003, Jharkhand, 826003",(NBEMS) ANAESTHESIOLOGY,AD,OBC,30767,30767
"Central Hospital,Central Hospital, P.O- Jagjiwan Nagar, Dist- Dhanbad, Pin-826003, Jharkhand, 826003",(NBEMS) GENERAL MEDICINE,AD,General,9748,9748
"Central Hospital,Central Hospital, P.O- Jagjiwan Nagar, Dist- Dhanbad, Pin-826003, Jharkhand, 826003",(NBEMS) GENERAL MEDICINE,AD,SC,33502,33502
"Central Hospital,Central Hospital, P.O- Jagjiwan Nagar, Dist- Dhanbad, Pin-826003, Jharkhand, 826003",(NBEMS) GENERAL SURGERY,AD,General,16388,16388
"Central Hospital,Central Hospital, P.O- Jagjiwan Nagar, Dist- Dhanbad, Pin-826003, Jharkhand, 826003",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,60575,60575
"Central Hospital,SOUTH EAST CENTRAL RAILWAY, OPPOSITE GOLF GROUND, BILASPUR, Chhattisgarh, 495004",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,SC,69739,69739
"Central Hospital,SOUTH EAST CENTRAL RAILWAY, OPPOSITE GOLF GROUND, BILASPUR, Chhattisgarh, 495004",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,ST,125584,125584
"Central Hospital,SOUTH EAST CENTRAL RAILWAY, OPPOSITE GOLF GROUND, BILASPUR, Chhattisgarh, 495004",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,General,45724,45724
"Central Hospital,SOUTH EAST CENTRAL RAILWAY, OPPOSITE GOLF GROUND, BILASPUR, Chhattisgarh, 495004",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,General,22487,22487
"Central Institute of Psychiatry, Ranchi",M.D. (PSYCHIATRY),AI,EWS,8787,14634
"Central Institute of Psychiatry, Ranchi",M.D. (PSYCHIATRY),AI,General,1344,6246
"Central Institute of Psychiatry, Ranchi",M.D. (PSYCHIATRY),AI,OBC,6824,16360
"Central Institute of Psychiatry, Ranchi",M.D. (PSYCHIATRY),AI,SC,17202,23480
"Central Institute of Psychiatry, Ranchi",M.D. (PSYCHIATRY),AI,ST,18397,44874
"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),AI,EWS,20490,20490
"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),AI,GNYes,120108,120108
"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),AI,General,4752,6359
"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),AI,OBC,1131,12866
"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),AI,SC,24207,29624
"Central Institute of Psychiatry, Ranchi,Central Institute of Psychiatry, Ranchi, Jharkhand, 834006",M.D. (PSYCHIATRY),AI,ST,23413,23413
"Central Super Speciality Hospital,Bihar-",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,39053,39053
"Central Super Speciality Hospital,Bihar-",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,General,21584,21584
"Central Super Speciality Hospital,Bihar-",(NBEMS-DIPLOMA) Obstetrics and Gynaecology,AD,OBC,17976,17976
"Central Super Speciality Hospital,Bihar-",(NBEMS-DIPLOMA) PAEDIATRICS,AD,OBC,27152,27152
"Central Super Speciality Hospital,Bihar-,East Central Railway Near Karbigahiya Railway Station, Karbigahiya Patna Bihar, Bihar-800001",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,46523,46523
"Central Super Speciality Hospital,Bihar-,East Central Railway Near Karbigahiya Railway Station, Karbigahiya Patna Bihar, Bihar-800001",(NBEMS-DIPLOMA) PAEDIATRICS,AD,EWS,26602,26602
"Centre for Sight,",(NBEMS) OPHTHALMOLOGY,AD,General,11136,11136
"Centre for Sight, Delhi",(NBEMS) OPHTHALMOLOGY,AD,General,10567,10567
"Centre for Sight, Delhi,Centre For Sight, Plot No. 9, Sector 9, Dwarka, Delhi, 110075, Delhi (NCT), 110075",(NBEMS) OPHTHALMOLOGY,AD,General,18144,18293
"Centre for Sight,B5-24, Safdarjung Enclave, New Delhi-110029, Delhi (NCT), 110029",(NBEMS) OPHTHALMOLOGY,AD,General,17305,17305
Chacha Nehru Bal Chikitsalaya,M.D. (PAEDIATRICS),AI,General,2130,2130
"Chacha Nehru Bal Chikitsalaya,Geeta Colony, Delhi (NCT), 110031",M.D. (PAEDIATRICS),AI,OBC,5401,5401
"Chaithanya Eye Hospital and Research Institute, Kerala",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,OBC,35988,35988
"Chaithanya Eye Hospital and Research Institute, Kerala,Manjadi, Thiruvalla, Kerala 689105, Kerala, 689105",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,General,36363,36363
"Chaithanya Eye Hospital, Thiruvananthapuram, Kerala",(NBEMS) OPHTHALMOLOGY,AD,General,16738,19970
"Chaithanya Eye Hospital, Thiruvananthapuram, Kerala",(NBEMS) OPHTHALMOLOGY,AD,OBC,17777,18960
"Chaithanya Eye Hospital, Thiruvananthapuram, Kerala,Kesavadasapuram, Thiruvananthapuram Kerala-695004, Kerala, 695004",(NBEMS) OPHTHALMOLOGY,AD,General,18561,19961
"Chaithanya Eye Institute, Ernakulam, Kerala",(NBEMS-DIPLOMA) OPHTHALMOLOGY,AD,OBC,33802,34202
"Chalmeda Anand Rao Institute of Medical Sciences (CAIMS) Cancer Hospital and Research Institute,Chalmeda Anand Rao Institute of Medical Sciences CAIMS Cancer Hospital and Research Institute bommak, Telangana, 505001",(NBEMS) RADIATION ONCOLOGY,AD,OBC,26661,26661
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (ANAESTHESIOLOGY ),AI,SC,38024,38024
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (GENERAL MEDICINE),AI,General,1589,1589
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (GENERAL MEDICINE),AI,OBC,3796,3796
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (MICROBIOLOGY),AI,OBC,67470,68523
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,7317,7317
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (PATHOLOGY),AI,General,28659,28659
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,37444,51177
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.S. (GENERAL SURGERY),AI,SC,27196,27196
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.S. (OPHTHALMOLOGY),AI,SC,36130,40537
"Chamarajanagar Institute of Medical Sciences, Karnataka",M.S. (OPHTHALMOLOGY),AI,ST,51148,51148
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (ANAESTHESIOLOGY ),AI,OBC,22636,22636
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (ANAESTHESIOLOGY ),AI,SC,48846,48846
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (BIOCHEMISTRY),AI,SC,121729,121729
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (GENERAL MEDICINE),AI,General,4174,4174
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (GENERAL MEDICINE),AI,OBC,5570,5570
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,8453,9550
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,13287,13287
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (PATHOLOGY),AI,OBC,39865,39865
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,56867,56867
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.S. (E.N.T.),AI,EWS,32332,32332
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.S. (GENERAL SURGERY),AI,General,11830,11830
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.S. (GENERAL SURGERY),AI,SC,36839,36839
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.S. (OPHTHALMOLOGY),AI,SC,46086,46086
"Chamarajanagar Institute of Medical Sciences, Karnataka,CHAMARAJANAGA R INSTITUTE OF MEDICAL SCIENCES, SY. NO 124, YEDAPURA VILLAGE KASABA HOBLI, CHAMARAJANA, Karnataka, 571313",M.S. (OPHTHALMOLOGY),AI,ST,82478,82478
